Property Name,Visits,Values Accumulated,Trial Number,Position Number
Go_to_jail,5,5,125,30
Northhumber,3,360,126,14
Strand,6,1080,127,21
Transfalgar_square,7,1400,128,24
Third_community_chest,2,2,129,33
Third_chance,3,3,130,36
Euston,3,180,131,8
Free_parking,4,4,132,20
Regent_street,4,1040,133,31
White_chapel,5,200,134,3
Pall_mall,2,200,135,11
Second_chance,1,1,136,22
Regent_street,5,1300,137,31
Old_kent,5,100,138,1
Pall_mall,3,300,139,11
Maryleborne_station,3,750,140,15
Fleet_street,1,180,141,23
Water_works,6,480,142,28
Parklane,6,2100,143,37
Go,5,5,144,0
First_chance,6,6,145,7
Just_visiting,2,2,146,10
White_hall,6,600,147,13
Maryleborne_station,4,1000,148,15
Fleet_street,2,360,149,23
Third_community_chest,3,3,150,33
King_cross_station,3,750,151,5
First_chance,7,7,152,7
Northhumber,4,480,153,14
Vine_street,5,800,154,19
Fleet_street,3,540,155,23
Water_works,7,560,156,28
Liverpool_station,4,1000,157,35
Supertax,2,2000,158,38
Pentoville,5,400,159,9
Free_parking,5,5,160,20
Fleet_street,4,720,161,23
Water_works,8,640,162,28
Supertax,3,3000,163,38
Just_visiting,3,3,164,10
Bow_street,7,980,165,16
Free_parking,6,6,166,20
Picadilly,7,1680,167,29
Parklane,7,2450,168,37
Mayfair,3,1500,169,39
The_angel_islington,3,180,170,6
Maryleborne_station,5,1250,171,15
Conventry_street,5,1100,172,27
Bond_street,2,560,173,34
Parklane,8,2800,174,37
Go,6,6,175,0
Electric_company,4,320,176,12
Second_community_chest,5,5,177,17
Conventry_street,6,1320,178,27
Third_chance,4,4,179,36
Go,7,7,180,0
First_chance,8,8,181,7
Vine_street,6,960,182,19
Picadilly,8,1920,183,29
Regent_street,6,1560,184,31
Liverpool_station,5,1250,185,35
First_community_chest,4,4,186,2
King_cross_station,4,1000,187,5
Maryleborne_station,6,1500,188,15
Fenchchurch_station,4,1000,189,25
Bond_street,3,840,190,34
Income_Tax,5,10000,191,4
Euston,4,240,192,8
White_hall,7,700,193,13
Fenchchurch_station,5,1250,194,25
Oxford_street,6,1560,195,32
Supertax,4,4000,196,38
King_cross_station,5,1250,197,5
Electric_company,5,400,198,12
Free_parking,7,7,199,20
Fenchchurch_station,6,1500,200,25
Parklane,9,3150,201,37
Income_Tax,6,12000,202,4
First_chance,9,9,203,7
Electric_company,6,480,204,12
Bow_street,8,1120,205,16
Water_works,9,720,206,28
Mayfair,4,2000,207,39
Euston,5,300,208,8
Free_parking,8,8,209,20
Regent_street,7,1820,210,31
Third_chance,5,5,211,36
Euston,6,360,212,8
Vine_street,7,1120,213,19
Go_to_jail,6,6,214,30
Free_parking,9,9,215,20
leicester_square,1,220,216,26
Regent_street,8,2080,217,31
Supertax,5,5000,218,38
Income_Tax,7,14000,219,4
Euston,7,420,220,8
Electric_company,7,560,221,12
Maryleborne_station,7,1750,222,15
Strand,7,1260,223,21
Fenchchurch_station,7,1750,224,25
Oxford_street,7,1820,225,32
Liverpool_station,6,1500,226,35
First_chance,10,10,227,7
White_hall,8,800,228,13
Marlborough_street,5,700,229,18
Strand,8,1440,230,21
Regent_street,9,2340,231,31
Third_community_chest,4,4,232,33
First_community_chest,5,5,233,2
Electric_company,8,640,234,12
Vine_street,8,1280,235,19
leicester_square,2,440,236,26
Liverpool_station,7,1750,237,35
Supertax,6,6000,238,38
White_chapel,6,240,239,3
Pall_mall,4,400,240,11
Marlborough_street,6,840,241,18
Water_works,10,800,242,28
Bond_street,4,1120,243,34
Third_chance,6,6,244,36
Euston,8,480,245,8
Just_visiting,4,4,246,10
Strand,9,1620,247,21
Third_community_chest,5,5,248,33
White_chapel,7,280,249,3
The_angel_islington,4,240,250,6
Maryleborne_station,8,2000,251,15
Second_chance,2,2,252,22
Regent_street,10,2600,253,31
Mayfair,5,2500,254,39
Euston,9,540,255,8
Free_parking,10,10,256,20
Regent_street,11,2860,257,31
Third_community_chest,6,6,258,33
Parklane,10,3500,259,37
Income_Tax,8,16000,260,4
Bow_street,9,1260,261,16
Free_parking,11,11,262,20
Fleet_street,5,900,263,23
Regent_street,12,3120,264,31
Parklane,11,3850,265,37
Go,8,8,266,0
Pentoville,6,480,267,9
Pall_mall,5,500,268,11
Second_community_chest,6,6,269,17
Transfalgar_square,8,1600,270,24
Third_chance,7,7,271,36
First_community_chest,6,6,272,2
King_cross_station,6,1500,273,5
Euston,10,600,274,8
Bow_street,10,1400,275,16
Vine_street,9,1440,276,19
Transfalgar_square,9,1800,277,24
Picadilly,9,2160,278,29
Third_community_chest,7,7,279,33
Income_Tax,9,18000,280,4
White_hall,9,900,281,13
Strand,10,1800,282,21
Oxford_street,8,2080,283,32
Third_chance,8,8,284,36
First_community_chest,7,7,285,2
Pall_mall,6,600,286,11
Bow_street,11,1540,287,16
Conventry_street,7,1540,288,27
Regent_street,13,3380,289,31
Bond_street,5,1400,290,34
Third_chance,9,9,291,36
Euston,11,660,292,8
Vine_street,10,1600,293,19
Transfalgar_square,10,2000,294,24
Third_chance,10,10,295,36
Supertax,7,7000,296,38
Income_Tax,10,20000,297,4
Northhumber,5,600,298,14
Fenchchurch_station,8,2000,299,25
Liverpool_station,8,2000,300,35
Mayfair,6,3000,301,39
First_chance,11,11,302,7
Vine_street,11,1760,303,19
Fenchchurch_station,9,2250,304,25
Third_community_chest,8,8,305,33
Third_chance,11,11,306,36
Old_kent,6,120,307,1
Just_visiting,5,5,308,10
White_hall,10,1000,309,13
Maryleborne_station,9,2250,310,15
Fenchchurch_station,10,2500,311,25
Liverpool_station,9,2250,312,35
The_angel_islington,5,300,313,6
Pentoville,7,560,314,9
Bow_street,12,1680,315,16
Fleet_street,6,1080,316,23
Conventry_street,8,1760,317,27
Third_community_chest,9,9,318,33
Liverpool_station,10,2500,319,35
White_chapel,8,320,320,3
Maryleborne_station,10,2500,321,15
Marlborough_street,7,980,322,18
Fleet_street,7,1260,323,23
Fenchchurch_station,11,2750,324,25
Parklane,12,4200,325,37
Old_kent,7,140,326,1
Electric_company,9,720,327,12
Maryleborne_station,11,2750,328,15
Vine_street,12,1920,329,19
Regent_street,14,3640,330,31
Bond_street,6,1680,331,34
White_chapel,9,360,332,3
King_cross_station,7,1750,333,5
First_chance,12,12,334,7
Second_community_chest,7,7,335,17
Conventry_street,9,1980,336,27
Parklane,13,4550,337,37
Euston,12,720,338,8
White_hall,11,1100,339,13
Fenchchurch_station,12,3000,340,25
Go_to_jail,7,7,341,30
Maryleborne_station,12,3000,342,15
leicester_square,3,660,343,26
Parklane,14,4900,344,37
First_community_chest,8,8,345,2
The_angel_islington,6,360,346,6
Just_visiting,6,6,347,10
Maryleborne_station,13,3250,348,15
Fleet_street,8,1440,349,23
Liverpool_station,11,2750,350,35
First_chance,13,13,351,7
Vine_street,13,2080,352,19
Go_to_jail,8,8,353,30
Free_parking,12,12,354,20
Fenchchurch_station,13,3250,355,25
Third_community_chest,10,10,356,33
Liverpool_station,12,3000,357,35
First_community_chest,9,9,358,2
First_chance,14,14,359,7
Bow_street,13,1820,360,16
Fenchchurch_station,14,3500,361,25
Regent_street,15,3900,362,31
Bond_street,7,1960,363,34
First_community_chest,10,10,364,2
Pentoville,8,640,365,9
Strand,11,1980,366,21
leicester_square,4,880,367,26
Go_to_jail,9,9,368,30
Second_community_chest,8,8,369,17
leicester_square,5,1100,370,26
Oxford_street,9,2340,371,32
Go,9,9,372,0
Euston,13,780,373,8
Northhumber,6,720,374,14
Free_parking,13,13,375,20
Fleet_street,9,1620,376,23
Fenchchurch_station,15,3750,377,25
Picadilly,10,2400,378,29
Parklane,15,5250,379,37
White_chapel,10,400,380,3
Pall_mall,7,700,381,11
Bow_street,14,1960,382,16
Free_parking,14,14,383,20
Water_works,11,880,384,28
Regent_street,16,4160,385,31
First_community_chest,11,11,386,2
Electric_company,10,800,387,12
Transfalgar_square,11,2200,388,24
Oxford_street,10,2600,389,32
Income_Tax,11,22000,390,4
First_chance,15,15,391,7
Maryleborne_station,14,3500,392,15
Fleet_street,10,1800,393,23
Water_works,12,960,394,28
Third_community_chest,11,11,395,33
Old_kent,8,160,396,1
Euston,14,840,397,8
Marlborough_street,8,1120,398,18
Second_chance,3,3,399,22
Conventry_street,10,2200,400,27
Picadilly,11,2640,401,29
Oxford_street,11,2860,402,32
Mayfair,7,3500,403,39
First_chance,16,16,404,7
Northhumber,7,840,405,14
Bow_street,15,2100,406,16
Free_parking,15,15,407,20
Second_chance,4,4,408,22
Transfalgar_square,12,2400,409,24
Picadilly,12,2880,410,29
Bond_street,8,2240,411,34
Old_kent,9,180,412,1
Pentoville,9,720,413,9
Maryleborne_station,15,3750,414,15
Second_community_chest,9,9,415,17
Conventry_street,11,2420,416,27
Regent_street,17,4420,417,31
Supertax,8,8000,418,38
The_angel_islington,7,420,419,6
Second_community_chest,10,10,420,17
Strand,12,2160,421,21
Regent_street,18,4680,422,31
First_community_chest,12,12,423,2
The_angel_islington,8,480,424,6
Bow_street,16,2240,425,16
Strand,13,2340,426,21
leicester_square,6,1320,427,26
Oxford_street,12,3120,428,32
Go,10,10,429,0
First_chance,17,17,430,7
Pall_mall,8,800,431,11
White_hall,12,1200,432,13
Fleet_street,11,1980,433,23
Regent_street,19,4940,434,31
Old_kent,10,200,435,1
White_hall,13,1300,436,13
Marlborough_street,9,1260,437,18
Conventry_street,12,2640,438,27
Liverpool_station,13,3250,439,35
Go,11,11,440,0
Just_visiting,7,7,441,10
Bow_street,17,2380,442,16
Transfalgar_square,13,2600,443,24
Go_to_jail,10,10,444,30
Strand,14,2520,445,21
leicester_square,7,1540,446,26
Third_community_chest,12,12,447,33
Old_kent,11,220,448,1
The_angel_islington,9,540,449,6
Maryleborne_station,16,4000,450,15
Free_parking,16,16,451,20
Water_works,13,1040,452,28
Mayfair,8,4000,453,39
First_community_chest,13,13,454,2
White_hall,14,1400,455,13
Free_parking,17,17,456,20
Fleet_street,12,2160,457,23
leicester_square,8,1760,458,26
Supertax,9,9000,459,38
First_community_chest,14,14,460,2
King_cross_station,8,2000,461,5
Electric_company,11,880,462,12
Fleet_street,13,2340,463,23
Third_community_chest,13,13,464,33
White_chapel,11,440,465,3
Electric_company,12,960,466,12
Bow_street,18,2520,467,16
Transfalgar_square,14,2800,468,24
Water_works,14,1120,469,28
Supertax,10,10000,470,38
First_community_chest,15,15,471,2
Just_visiting,8,8,472,10
White_hall,15,1500,473,13
Marlborough_street,10,1400,474,18
Picadilly,13,3120,475,29
Regent_street,20,5200,476,31
Third_chance,12,12,477,36
Income_Tax,12,24000,478,4
Pentoville,10,800,479,9
Vine_street,14,2240,480,19
Water_works,15,1200,481,28
Liverpool_station,14,3500,482,35
The_angel_islington,10,600,483,6
White_hall,16,1600,484,13
Bow_street,19,2660,485,16
Water_works,16,1280,486,28
Supertax,11,11000,487,38
Income_Tax,13,26000,488,4
Pall_mall,9,900,489,11
Vine_street,15,2400,490,19
Second_chance,5,5,491,22
Fenchchurch_station,16,4000,492,25
Go_to_jail,11,11,493,30
Maryleborne_station,17,4250,494,15
Fenchchurch_station,17,4250,495,25
Liverpool_station,15,3750,496,35
Go,12,12,497,0
First_community_chest,16,16,498,2
Northhumber,8,960,499,14
leicester_square,9,1980,500,26
Bond_street,9,2520,501,34
Third_chance,13,13,502,36
Go,13,13,503,0
Pall_mall,10,1000,504,11
Second_community_chest,11,11,505,17
Vine_street,16,2560,506,19
Regent_street,21,5460,507,31
Mayfair,9,4500,508,39
Income_Tax,14,28000,509,4
White_hall,17,1700,510,13
Transfalgar_square,15,3000,511,24
Third_community_chest,14,14,512,33
King_cross_station,9,2250,513,5
Northhumber,9,1080,514,14
leicester_square,10,2200,515,26
Liverpool_station,16,4000,516,35
White_chapel,12,480,517,3
Electric_company,13,1040,518,12
Bow_street,20,2800,519,16
Marlborough_street,11,1540,520,18
Go_to_jail,12,12,521,30
Second_community_chest,12,12,522,17
Strand,15,2700,523,21
Water_works,17,1360,524,28
Parklane,16,5600,525,37
Mayfair,10,5000,526,39
Just_visiting,9,9,527,10
Northhumber,10,1200,528,14
Strand,16,2880,529,21
Regent_street,22,5720,530,31
First_community_chest,17,17,531,2
Northhumber,11,1320,532,14
Strand,17,3060,533,21
Fleet_street,14,2520,534,23
leicester_square,11,2420,535,26
Go_to_jail,13,13,536,30
Marlborough_street,12,1680,537,18
Free_parking,18,18,538,20
leicester_square,12,2640,539,26
Picadilly,14,3360,540,29
Go,14,14,541,0
Just_visiting,10,10,542,10
Strand,18,3240,543,21
Water_works,18,1440,544,28
Liverpool_station,17,4250,545,35
The_angel_islington,11,660,546,6
Just_visiting,11,11,547,10
Second_chance,6,6,548,22
Transfalgar_square,16,3200,549,24
Oxford_street,13,3380,550,32
Old_kent,12,240,551,1
The_angel_islington,12,720,552,6
Marlborough_street,13,1820,553,18
Picadilly,15,3600,554,29
Mayfair,11,5500,555,39
First_community_chest,18,18,556,2
The_angel_islington,13,780,557,6
Second_community_chest,13,13,558,17
Picadilly,16,3840,559,29
Bond_street,10,2800,560,34
First_community_chest,19,19,561,2
The_angel_islington,14,840,562,6
Maryleborne_station,18,4500,563,15
Free_parking,19,19,564,20
Conventry_street,13,2860,565,27
Go_to_jail,14,14,566,30
Northhumber,12,1440,567,14
Bow_street,21,2940,568,16
Conventry_street,14,3080,569,27
Third_community_chest,15,15,570,33
First_community_chest,20,20,571,2
The_angel_islington,15,900,572,6
Second_community_chest,14,14,573,17
Water_works,19,1520,574,28
Go_to_jail,15,15,575,30
White_hall,18,1800,576,13
Second_chance,7,7,577,22
Conventry_street,15,3300,578,27
Liverpool_station,18,4500,579,35
First_chance,18,18,580,7
Pentoville,11,880,581,9
Marlborough_street,14,1960,582,18
Transfalgar_square,17,3400,583,24
Oxford_street,14,3640,584,32
Bond_street,11,3080,585,34
Parklane,17,5950,586,37
Go,15,15,587,0
Pentoville,12,960,588,9
Vine_street,17,2720,589,19
Regent_street,23,5980,590,31
Third_community_chest,16,16,591,33
Liverpool_station,19,4750,592,35
The_angel_islington,16,960,593,6
Electric_company,14,1120,594,12
Northhumber,13,1560,595,14
Free_parking,20,20,596,20
Conventry_street,16,3520,597,27
Supertax,12,12000,598,38
Go,16,16,599,0
Income_Tax,15,30000,600,4
Maryleborne_station,19,4750,601,15
leicester_square,13,2860,602,26
Bond_street,12,3360,603,34
Supertax,13,13000,604,38
The_angel_islington,17,1020,605,6
Euston,15,900,606,8
Electric_company,15,1200,607,12
Free_parking,21,21,608,20
Regent_street,24,6240,609,31
Liverpool_station,20,5000,610,35
First_chance,19,19,611,7
Pentoville,13,1040,612,9
White_hall,19,1900,613,13
Fleet_street,15,2700,614,23
Go_to_jail,16,16,615,30
Northhumber,14,1680,616,14
Free_parking,22,22,617,20
Regent_street,25,6500,618,31
First_community_chest,21,21,619,2
Income_Tax,16,32000,620,4
Pentoville,14,1120,621,9
White_hall,20,2000,622,13
Bow_street,22,3080,623,16
Second_chance,8,8,624,22
Transfalgar_square,18,3600,625,24
Regent_street,26,6760,626,31
White_chapel,13,520,627,3
Euston,16,960,628,8
Electric_company,16,1280,629,12
Vine_street,18,2880,630,19
leicester_square,14,3080,631,26
Supertax,14,14000,632,38
Old_kent,13,260,633,1
Just_visiting,12,12,634,10
Maryleborne_station,20,5000,635,15
Fleet_street,16,2880,636,23
Oxford_street,15,3900,637,32
Supertax,15,15000,638,38
White_chapel,14,560,639,3
Maryleborne_station,21,5250,640,15
Vine_street,19,3040,641,19
Transfalgar_square,19,3800,642,24
leicester_square,15,3300,643,26
Picadilly,17,4080,644,29
Third_community_chest,17,17,645,33
Old_kent,14,280,646,1
Electric_company,17,1360,647,12
Maryleborne_station,22,5500,648,15
Second_community_chest,15,15,649,17
Fleet_street,17,3060,650,23
Picadilly,18,4320,651,29
Parklane,18,6300,652,37
Pentoville,15,1200,653,9
Northhumber,15,1800,654,14
Second_chance,9,9,655,22
Regent_street,27,7020,656,31
Go,17,17,657,0
King_cross_station,10,2500,658,5
Bow_street,23,3220,659,16
Free_parking,23,23,660,20
Regent_street,28,7280,661,31
Supertax,16,16000,662,38
First_community_chest,22,22,663,2
Electric_company,18,1440,664,12
Second_chance,10,10,665,22
Fenchchurch_station,18,4500,666,25
Third_community_chest,18,18,667,33
Go,18,18,668,0
White_chapel,15,600,669,3
Euston,17,1020,670,8
Maryleborne_station,23,5750,671,15
Second_chance,11,11,672,22
Oxford_street,16,4160,673,32
Parklane,19,6650,674,37
White_chapel,16,640,675,3
King_cross_station,11,2750,676,5
Pall_mall,11,1100,677,11
Strand,19,3420,678,21
Regent_street,29,7540,679,31
Supertax,17,17000,680,38
First_community_chest,23,23,681,2
The_angel_islington,18,1080,682,6
Just_visiting,13,13,683,10
Marlborough_street,15,2100,684,18
Water_works,20,1600,685,28
Liverpool_station,21,5250,686,35
First_community_chest,24,24,687,2
Electric_company,19,1520,688,12
Strand,20,3600,689,21
Fleet_street,18,3240,690,23
Bond_street,13,3640,691,34
Old_kent,15,300,692,1
White_chapel,17,680,693,3
Northhumber,16,1920,694,14
Free_parking,24,24,695,20
Regent_street,30,7800,696,31
Old_kent,16,320,697,1
Pall_mall,12,1200,698,11
Marlborough_street,16,2240,699,18
Go_to_jail,17,17,700,30
Maryleborne_station,24,6000,701,15
Marlborough_street,17,2380,702,18
Transfalgar_square,20,4000,703,24
Regent_street,31,8060,704,31
Old_kent,17,340,705,1
First_chance,20,20,706,7
Pall_mall,13,1300,707,11
White_hall,21,2100,708,13
Fenchchurch_station,19,4750,709,25
Third_chance,14,14,710,36
Supertax,18,18000,711,38
Pentoville,16,1280,712,9
Bow_street,24,3360,713,16
Marlborough_street,18,2520,714,18
Strand,21,3780,715,21
Oxford_street,17,4420,716,32
Third_chance,15,15,717,36
First_chance,21,21,718,7
Second_community_chest,16,16,719,17
Transfalgar_square,21,4200,720,24
Conventry_street,17,3740,721,27
Liverpool_station,22,5500,722,35
First_community_chest,25,25,723,2
King_cross_station,12,3000,724,5
Euston,18,1080,725,8
White_hall,22,2200,726,13
Free_parking,25,25,727,20
Picadilly,19,4560,728,29
Liverpool_station,23,5750,729,35
Go,19,19,730,0
First_community_chest,26,26,731,2
Euston,19,1140,732,8
Northhumber,17,2040,733,14
Free_parking,26,26,734,20
Regent_street,32,8320,735,31
Go,20,20,736,0
First_chance,22,22,737,7
Bow_street,25,3500,738,16
Transfalgar_square,22,4400,739,24
Water_works,21,1680,740,28
Go,21,21,741,0
Pall_mall,14,1400,742,11
Vine_street,20,3200,743,19
Water_works,22,1760,744,28
Mayfair,12,6000,745,39
Old_kent,18,360,746,1
Euston,20,1200,747,8
Marlborough_street,19,2660,748,18
Water_works,23,1840,749,28
Bond_street,14,3920,750,34
The_angel_islington,19,1140,751,6
Bow_street,26,3640,752,16
Second_chance,12,12,753,22
Oxford_street,18,4680,754,32
Income_Tax,17,34000,755,4
Northhumber,18,2160,756,14
Fenchchurch_station,20,5000,757,25
Picadilly,20,4800,758,29
Third_community_chest,19,19,759,33
Old_kent,19,380,760,1
White_chapel,18,720,761,3
Pentoville,17,1360,762,9
Bow_street,27,3780,763,16
Water_works,24,1920,764,28
Third_community_chest,20,20,765,33
Parklane,20,7000,766,37
The_angel_islington,20,1200,767,6
White_hall,23,2300,768,13
Bow_street,28,3920,769,16
leicester_square,16,3520,770,26
Supertax,19,19000,771,38
Pentoville,18,1440,772,9
Vine_street,21,3360,773,19
Fenchchurch_station,21,5250,774,25
Oxford_street,19,4940,775,32
Third_chance,16,16,776,36
Euston,21,1260,777,8
Northhumber,19,2280,778,14
Second_community_chest,17,17,779,17
Vine_street,22,3520,780,19
Fleet_street,19,3420,781,23
Fenchchurch_station,22,5500,782,25
Regent_street,33,8580,783,31
First_community_chest,27,27,784,2
Euston,22,1320,785,8
Northhumber,20,2400,786,14
Vine_street,23,3680,787,19
Regent_street,34,8840,788,31
Parklane,21,7350,789,37
White_chapel,19,760,790,3
King_cross_station,13,3250,791,5
Euston,23,1380,792,8
Just_visiting,14,14,793,10
Strand,22,3960,794,21
Fleet_street,20,3600,795,23
Fenchchurch_station,23,5750,796,25
Go_to_jail,18,18,797,30
Strand,23,4140,798,21
Picadilly,21,5040,799,29
Liverpool_station,24,6000,800,35
First_community_chest,28,28,801,2
Electric_company,20,1600,802,12
Fleet_street,21,3780,803,23
Picadilly,22,5280,804,29
Third_community_chest,21,21,805,33
King_cross_station,14,3500,806,5
Bow_street,29,4060,807,16
Vine_street,24,3840,808,19
Strand,24,4320,809,21
Third_community_chest,22,22,810,33
White_chapel,20,800,811,3
Euston,24,1440,812,8
Free_parking,27,27,813,20
Oxford_street,20,5200,814,32
Go,22,22,815,0
Just_visiting,15,15,816,10
Second_chance,13,13,817,22
Picadilly,23,5520,818,29
Go,23,23,819,0
Just_visiting,16,16,820,10
Marlborough_street,20,2800,821,18
Fenchchurch_station,24,6000,822,25
Oxford_street,21,5460,823,32
White_chapel,21,840,824,3
Just_visiting,17,17,825,10
Northhumber,21,2520,826,14
Bow_street,30,4200,827,16
Second_chance,14,14,828,22
Fenchchurch_station,25,6250,829,25
Third_chance,17,17,830,36
King_cross_station,15,3750,831,5
Second_community_chest,18,18,832,17
Strand,25,4500,833,21
Picadilly,24,5760,834,29
Parklane,22,7700,835,37
Income_Tax,18,36000,836,4
Just_visiting,18,18,837,10
Free_parking,28,28,838,20
Conventry_street,18,3960,839,27
Liverpool_station,25,6250,840,35
Old_kent,20,400,841,1
Pentoville,19,1520,842,9
Free_parking,29,29,843,20
Picadilly,25,6000,844,29
Mayfair,13,6500,845,39
Just_visiting,19,19,846,10
Free_parking,30,30,847,20
Picadilly,26,6240,848,29
Parklane,23,8050,849,37
Euston,25,1500,850,8
Second_community_chest,19,19,851,17
Fenchchurch_station,26,6500,852,25
Water_works,25,2000,853,28
Third_chance,18,18,854,36
Mayfair,14,7000,855,39
First_chance,23,23,856,7
Pall_mall,15,1500,857,11
Second_community_chest,20,20,858,17
Fleet_street,22,3960,859,23
Bond_street,15,4200,860,34
Supertax,20,20000,861,38
The_angel_islington,21,1260,862,6
Euston,26,1560,863,8
Vine_street,25,4000,864,19
Strand,26,4680,865,21
Go_to_jail,19,19,866,30
Maryleborne_station,25,6250,867,15
Transfalgar_square,23,4600,868,24
Water_works,26,2080,869,28
Go_to_jail,20,20,870,30
Bow_street,31,4340,871,16
Transfalgar_square,24,4800,872,24
Oxford_street,22,5720,873,32
Mayfair,15,7500,874,39
Pall_mall,16,1600,875,11
Second_community_chest,21,21,876,17
leicester_square,17,3740,877,26
Liverpool_station,26,6500,878,35
Go,24,24,879,0
Pall_mall,17,1700,880,11
Bow_street,32,4480,881,16
Second_chance,15,15,882,22
Fenchchurch_station,27,6750,883,25
Conventry_street,19,4180,884,27
Oxford_street,23,5980,885,32
First_community_chest,29,29,886,2
Pentoville,20,1600,887,9
Maryleborne_station,26,6500,888,15
Second_community_chest,22,22,889,17
Free_parking,31,31,890,20
Fenchchurch_station,28,7000,891,25
Liverpool_station,27,6750,892,35
Go,25,25,893,0
Income_Tax,19,38000,894,4
Electric_company,21,1680,895,12
Strand,27,4860,896,21
Oxford_street,24,6240,897,32
Third_chance,19,19,898,36
Euston,27,1620,899,8
Free_parking,32,32,900,20
Fleet_street,23,4140,901,23
Bond_street,16,4480,902,34
Income_Tax,20,40000,903,4
First_chance,24,24,904,7
Second_community_chest,23,23,905,17
Second_chance,16,16,906,22
Conventry_street,20,4400,907,27
Picadilly,27,6480,908,29
Supertax,21,21000,909,38
Old_kent,21,420,910,1
Just_visiting,20,20,911,10
Northhumber,22,2640,912,14
leicester_square,18,3960,913,26
Water_works,27,2160,914,28
Oxford_street,25,6500,915,32
Parklane,24,8400,916,37
The_angel_islington,22,1320,917,6
Pentoville,21,1680,918,9
Maryleborne_station,27,6750,919,15
Conventry_street,21,4620,920,27
Third_chance,20,20,921,36
The_angel_islington,23,1380,922,6
Northhumber,23,2760,923,14
Fenchchurch_station,29,7250,924,25
Water_works,28,2240,925,28
Go_to_jail,21,21,926,30
Strand,28,5040,927,21
Regent_street,35,9100,928,31
Third_community_chest,23,23,929,33
First_community_chest,30,30,930,2
